project name,AGE,noFiles,LoC,LoCbyFiles,noCommits,noPRs,noMergedPRs,poMergedPRs,noRejectedPRs,poRejectedPRs,ICT,PRT,IPRT,IMPRT,PoMPRTW,MICT,MPRT,MIPRT,MIMPRT,poMMPRTW,noCommiters,noPRsDF,poPRsDF,forks,commitsByPR,commentsByPR,changedFilesByPR,additionsByPR,deletionsByPR,target
contrib,2880,1269,110206,86.84475965327029,2896,855,529,0.6187134502923977,278,0.32514619883040935,38.28277777777778,45,75.60166666666666,122.28305555555555,0.21747289523030247,4.073055555555555,0,32.14888888888889,18.683333333333334,0.07142857142857142,509,855,100.0,686,2.576608187134503,1.592982456140351,4.094736842105263,136.26666666666668,26.796491228070174,NCP
aws-sdk-ruby,2878,9022,3748549,415.4898027045001,5833,822,484,0.5888077858880778,293,0.3564476885644769,11.836944444444445,19,83.99694444444444,142.31333333333333,0.24275792961111062,0.4330555555555556,16,51.57527777777778,57.909166666666664,0.2,429,0,0.0,1234,21.407542579075425,1.8077858880778588,9.435523114355231,486.1873479318735,89.61435523114355,CP
ruby-gnome2,2877,2129,155275,72.93330201972758,5986,744,487,0.6545698924731183,244,0.3279569892473118,11.179722222222223,1,89.71194444444444,137.15444444444444,0.636175788170075,0.17194444444444446,0,21.664444444444445,22.962222222222223,0.9,58,744,100.0,96,3.0228494623655915,1.3790322580645162,8.692204301075268,248.94086021505376,79.71102150537635,NCP
WP-e-Commerce,2877,983,252639,257.00813835198375,5214,945,421,0.4455026455026455,488,0.5164021164021164,14.60138888888889,18,66.27805555555555,132.2575,0.20751827430199754,0.33194444444444443,0,11.540833333333333,9.735,0.045454545454545456,110,49,5.185185185185185,215,19.14920634920635,1.4148148148148147,8.72910052910053,1329.1767195767195,312.36507936507934,CP
swagger-ui,2877,776,110832,142.82474226804123,2792,942,706,0.7494692144373672,188,0.19957537154989385,13.057777777777778,25,34.95666666666666,26.87,0.2514872730460499,0.5080555555555556,102,12.478055555555555,7.661111111111111,0.2857142857142857,326,895,95.01061571125265,8629,8.358811040339702,1.4490445859872612,6.432059447983015,672.3513800424629,352.0636942675159,CP
rhc,2873,177,26035,147.090395480226,1760,712,496,0.6966292134831461,206,0.2893258426966292,24.76527777777778,9,60.10305555555556,85.41194444444444,0.30276999732200777,2.401666666666667,0,19.53472222222222,16.8875,0.1,76,679,95.36516853932584,208,2.8792134831460676,4.61938202247191,5.480337078651686,109.06179775280899,70.02808988764045,NCP
SignalR,2870,1353,248483,183.65336289726534,8520,1564,1355,0.8663682864450127,195,0.12468030690537084,2.131388888888889,3,11.510277777777778,13.2825,0.663391821178025,0.20194444444444445,2,3.158333333333333,2.750277777777778,0.6923076923076923,84,0,0.0,2293,1.610613810741688,0.4124040920716113,4.060102301790281,163.9769820971867,52.18925831202046,NCP
thredds,2860,4,56,14.0,7171,756,452,0.5978835978835979,283,0.37433862433862436,9.92,8,86.07055555555556,143.23833333333334,0.3048337162183141,0.9947222222222222,0,24.299166666666668,28.272222222222222,0.0,71,0,0.0,188,4.216931216931217,1.9735449735449735,45.466931216931215,2458.0013227513227,2624.9298941798943,NCP
querydsl,2856,2307,135568,58.76376246207195,3594,778,156,0.20051413881748073,540,0.6940874035989717,13.128055555555555,13,62.507777777777775,224.6425,0.10666096266065171,0.20583333333333334,4,19.460555555555555,12.638055555555555,0.0,107,650,83.54755784061697,833,2.3946015424164524,2.9575835475578405,23.917737789203084,288.91131105398455,206.24935732647816,NCP
opennaas,2853,2770,205851,74.314440433213,3853,997,786,0.7883650952858575,206,0.20661985957873621,11.074722222222222,1,30.746111111111112,34.69583333333333,0.5397682402696674,0.5466666666666666,0,3.3480555555555553,2.4519444444444445,0.7058823529411765,31,763,76.5295887662989,28,10.426278836509528,0.17753259779338015,46.301905717151456,1536.6248746238716,624.3590772316951,CP
woocommerce,2852,6355,777737,122.3819040125885,18630,4803,3759,0.7826358525921299,882,0.18363522798251092,2.263333333333333,6,6.313888888888889,6.213611111111111,0.43239320104145224,0.14472222222222222,0,1.6266666666666667,0.5175,0.5547445255474452,711,3,0.06246096189881324,10166,14.990214449302519,1.3741411617738912,9.914220278992296,431.1347074744951,244.58671663543618,CP
NuGetGallery,2852,2444,296217,121.20171849427169,12797,2381,1772,0.74422511549769,577,0.24233515329693406,5.328611111111111,8,28.647777777777776,38.19972222222222,0.34773598184876436,0.3025,1,6.0625,4.280555555555556,0.3333333333333333,168,4,0.16799664006719867,626,5.806383872322553,1.5846283074338514,15.890382192356153,1009.5598488030239,614.942461150777,CP
mavlink,2849,46,15013,326.3695652173913,3303,772,347,0.4494818652849741,404,0.5233160621761658,22.145555555555557,53,82.66694444444444,182.00027777777777,0.1121757164149557,0.7522222222222222,27,40.085,43.77722222222222,0.045454545454545456,201,764,98.96373056994818,1722,3.300518134715026,3.8108808290155443,3.711139896373057,549.4481865284974,144.970207253886,NCP
picard,2845,777,655191,843.2316602316603,6647,792,417,0.5265151515151515,333,0.42045454545454547,13.248888888888889,23,55.936388888888885,106.0175,0.1931621592273625,0.9908333333333333,2,26.0325,41.20777777777778,0.15384615384615385,156,779,98.35858585858585,370,5.808080808080808,2.8282828282828283,4.768939393939394,639.9962121212121,174.7840909090909,NCP
mvsim,2836,202,48014,237.69306930693068,1671,723,503,0.6957123098201936,201,0.27800829875518673,40.96527777777778,1,88.86111111111111,127.7388888888889,0.6326388483247555,4.1433333333333335,0,25.455833333333334,24.817222222222224,0.8333333333333334,9,723,100.0,1,1.0650069156293223,0.04702627939142462,1.2130013831258644,9.38865836791148,6.243430152143845,NCP
ceph,2829,8941,1986909,222.22447153562243,149356,27611,16240,0.588171380971352,10266,0.3718083372568904,1.08,24,2.441388888888889,4.096666666666667,0.23923993452188108,0.05722222222222222,17,0.7877777777777778,0.35805555555555557,0.23412204234122042,1560,20627,74.70573322226649,4923,10.828474158849733,3.531563507297816,10.146572018398464,437.5675998696172,376.25163883959294,CP
wp-cli,2820,239,23794,99.55648535564853,8778,2567,1572,0.6123880015582391,942,0.3669653291780288,7.625277777777778,9,26.03527777777778,42.73555555555556,0.4237002060909026,0.47333333333333333,0,7.699166666666667,8.835833333333333,0.45454545454545453,363,2551,99.37670432411375,920,10.959096221269965,1.7339306583560576,2.724581223217764,61.49084534476042,37.85079859758473,CP
luvit,2820,214,16515,77.17289719626169,2630,701,367,0.5235378031383737,319,0.4550641940085592,25.398611111111112,28,95.28472222222223,181.2025,0.16114775241596532,0.49916666666666665,0,22.2775,23.935,0.0,90,590,84.1654778887304,379,2.542082738944365,1.7360912981455063,11.691868758915835,1446.6162624821684,131.06990014265335,NCP
dart,2811,1485,645228,434.4969696969697,8024,736,405,0.5502717391304348,321,0.4361413043478261,7.825,7,72.58444444444444,131.91083333333333,0.34405370001294633,0.47694444444444445,0,22.805833333333332,24.245833333333334,0.3333333333333333,44,0,0.0,275,7.235054347826087,2.097826086956522,22.713315217391305,1475.1345108695652,300.125,NCP
indy,2809,1832,158854,86.71069868995633,2310,929,778,0.83745963401507,128,0.1377825618945102,12.887777777777778,2,32.04055555555556,38.23888888888889,0.6575603663509655,2.1630555555555557,34,12.990277777777777,11.903333333333334,0.75,28,651,70.07534983853606,30,2.34983853606028,1.1528525296017222,10.533907427341227,840.6135629709365,278.05489773950484,CP
puma,2807,238,24688,103.73109243697479,2481,706,391,0.5538243626062322,288,0.40793201133144474,47.11,35,95.11861111111111,171.40833333333333,0.19911923206374915,1.4066666666666667,0,46.641111111111115,12.488333333333333,0.0,385,701,99.29178470254958,1401,1.651558073654391,2.131728045325779,2.144475920679887,26.18413597733711,10.662889518413598,NCP
voltdb,2807,20309,3484605,171.5793490570683,43954,6123,3539,0.5779846480483423,2382,0.3890249877511024,1.8519444444444444,8,10.986666666666666,19.009166666666665,0.4157460728533334,0.25194444444444447,0,2.4394444444444443,3.618333333333333,0.4342105263157895,197,4667,76.2208067940552,447,13.059611301649518,0.5345418912297893,20.265556099951006,1961.1977788665686,610.4486362894006,CP
Products.CMFPlone,2805,513,59455,115.89668615984405,8331,944,595,0.6302966101694916,315,0.3336864406779661,10.38111111111111,21,71.09222222222222,112.96416666666667,0.20131860199804966,0.1322222222222222,0,23.61138888888889,21.920833333333334,0.16666666666666666,207,712,75.42372881355932,178,7.4798728813559325,2.1822033898305087,24.121822033898304,4132.95656779661,5360.031779661017,CP
Dancer2,2800,164,10280,62.68292682926829,4909,835,188,0.2251497005988024,611,0.7317365269461078,13.639444444444445,32,80.18805555555555,340.4713888888889,0.07507305391605448,0.09638888888888889,8,27.246388888888887,80.02194444444444,0.0,190,731,87.54491017964072,279,2.613173652694611,3.518562874251497,3.838323353293413,79.57365269461077,42.639520958083835,NCP
Propel2,2794,779,103896,133.37098844672659,3512,712,353,0.4957865168539326,315,0.44241573033707865,35.20222222222222,19,93.30083333333333,157.54083333333332,0.18740994247926537,1.5402777777777779,2,34.91111111111111,30.735833333333332,0.043478260869565216,246,700,98.31460674157303,383,2.6292134831460676,3.4592696629213484,12.03370786516854,449.1292134831461,394.60393258426967,NCP
accumulo,2794,2226,448597,201.526055705301,8560,871,531,0.6096440872560276,310,0.3559127439724455,7.5625,12,56.91,92.8,0.19883868342692274,0.5505555555555556,17,20.247222222222224,20.469444444444445,0.1111111111111111,159,3,0.3444316877152698,424,5.138920780711826,3.206659012629162,28.51435132032147,992.902411021814,617.6636050516647,CP
webgme,2794,604,116144,192.2913907284768,11435,931,521,0.5596133190118152,399,0.42857142857142855,5.486111111111111,2,51.04277777777778,85.13305555555556,0.5197654937899453,0.4058333333333333,0,16.426666666666666,18.660555555555554,0.6,33,888,95.3813104189044,50,4.3211600429645545,0.21804511278195488,10.336197636949517,1028.6595059076262,1171.1675617615467,CP
mapnik,2789,2576,522528,202.8447204968944,12679,749,376,0.5020026702269693,330,0.44058744993324434,9.85,26,88.985,176.91083333333333,0.20538646336009317,0.5705555555555556,0,36.06444444444445,68.85527777777779,0.15,138,625,83.44459279038719,809,5.627503337783712,2.364485981308411,16.93324432576769,318.27503337783713,693.3177570093458,NCP
balrog,2787,390,57866,148.37435897435898,3501,918,605,0.659041394335512,296,0.3224400871459695,16.65861111111111,8,61.97861111111111,90.17111111111112,0.29366742604219265,0.6702777777777778,3,16.39361111111111,15.139166666666666,0.2857142857142857,102,0,0.0,134,5.937908496732026,1.408496732026144,5.041394335511982,218.80610021786492,138.3082788671024,NCP
scala.github.com,2786,1564,169600,108.43989769820972,2008,710,503,0.7084507042253522,183,0.2577464788732394,26.171388888888888,29,71.66916666666667,101.23388888888888,0.2748941927645791,1.6730555555555555,16,30.35527777777778,25.82777777777778,0.2,252,0,0.0,977,2.453521126760563,2.3225352112676054,9.915492957746478,3024.3845070422535,155.1169014084507,NCP
mantid,2783,13595,2212879,162.77153365207798,102343,7268,4540,0.6246560264171711,2461,0.33860759493670883,0.6377777777777778,12,7.355,11.77361111111111,0.3140638664811742,0.09944444444444445,0,1.4708333333333334,1.2169444444444444,0.336734693877551,150,0,0.0,107,10.934920198128784,2.246697853604843,24.54499174463401,701.3652999449642,581.8443863511283,CP
pymatgen,2777,1227,6237699,5083.699266503668,12357,983,763,0.7761953204476093,199,0.20244150559511698,5.1369444444444445,3,54.28472222222222,69.92277777777778,0.5712135088459827,0.32555555555555554,0,22.58388888888889,22.676111111111112,0.7,168,976,99.28789420142421,733,97.19226856561546,1.0610376398779247,7.878942014242116,10276.025432349948,1159.2451678535097,CP
arangodb,2774,58524,9797724,167.41377896247693,62719,5581,4945,0.8860419279698979,464,0.08313922236158394,1.0616666666666668,5,6.766111111111111,6.746944444444445,0.42689084638793356,0.08083333333333333,1,0.7275,0.39166666666666666,0.5454545454545454,179,3682,65.97383981365347,764,8.566923490413904,0.9535925461386848,65.44472316789106,2365.3241354595953,2580.74879053933,CP
javaparser,2770,1867,189141,101.30744509908945,2945,843,658,0.7805456702253856,156,0.18505338078291814,13.0175,7,45.51777777777778,58.079166666666666,0.4707538472205582,0.6730555555555555,0,21.340833333333332,16.7425,0.5833333333333334,131,838,99.40688018979834,1036,6.30367734282325,3.860023724792408,17.824436536180308,478.26453143534997,154.4650059311981,CP
druid,2766,5762,439012,76.19090593543909,2571,923,673,0.7291440953412784,217,0.23510292524377033,26.269444444444446,2,68.40277777777777,92.39444444444445,0.5435971542155564,1.5477777777777777,0,17.439166666666665,13.620833333333334,0.5714285714285714,190,920,99.67497291440954,8347,2.1549295774647885,0.4875406283856988,12.90899241603467,437.8970747562297,280.96966413867824,CP
loomio,2761,2266,171763,75.80008826125331,25176,3621,1970,0.544048605357636,1604,0.44297155481911077,2.61,5,18.148055555555555,33.32055555555556,0.4286795180996139,0.2536111111111111,1,4.4325,6.108888888888889,0.47058823529411764,139,3374,93.1786799226733,661,13.422535211267606,1.5589616128141397,19.833747583540458,521.4349627174813,214.24302678818006,CP
dg,2760,2741,648274,236.51003283473185,11875,737,527,0.7150610583446404,179,0.24287652645861602,7.110833333333333,6,80.5325,109.47916666666667,0.36948716963022016,0.36027777777777775,7,23.666666666666668,23.203611111111112,0.3333333333333333,51,602,81.68249660786974,8,15.886024423337856,0.048846675712347354,24.620081411126186,1992.4124830393487,350.3853459972863,NCP
wdntemplates,2754,401,114485,285.498753117207,3645,744,534,0.717741935483871,200,0.26881720430107525,19.075,5,88.06555555555556,122.64194444444445,0.4184121451673635,0.34805555555555556,16,23.88138888888889,22.680555555555557,0.5,28,0,0.0,33,7.440860215053763,0.6236559139784946,22.364247311827956,1354.372311827957,1195.9206989247311,NCP
refinery-platform,2746,1027,99204,96.59591041869523,7914,950,868,0.9136842105263158,65,0.06842105263157895,3.2019444444444445,4,23.365,24.058611111111112,0.6691841769530092,0.24944444444444444,0,6.621111111111111,4.05,0.7142857142857143,9,771,81.15789473684211,22,10.685263157894736,1.4178947368421053,7.136842105263158,165.56736842105263,246.2842105263158,NCP
python-for-android,2741,493,32608,66.1419878296146,3214,917,514,0.5605234460196292,373,0.40676117775354415,20.148888888888887,44,70.47611111111111,125.56944444444444,0.16121572982890792,0.7,0,22.073055555555555,13.199166666666667,0.0625,210,18,1.9629225736095965,1694,4.205016357688113,2.6314067611777534,11.353326063249728,390.83315158124316,2166.302071973828,CP
c2cgeoportal,2732,571,55847,97.80560420315237,27942,3550,2561,0.7214084507042253,920,0.2591549295774648,2.406111111111111,4,18.40888888888889,25.5175,0.46618681019524283,0.03027777777777778,0,2.8466666666666667,2.3044444444444445,0.5333333333333333,46,2395,67.46478873239437,43,2.587887323943662,1.3318309859154929,7.461690140845071,294.5861971830986,414.08507042253524,CP
brackets,2732,1690,389296,230.3526627218935,20494,5458,3244,0.5943569072920484,2044,0.37449615243679,3.1869444444444444,17,11.963333333333333,19.986944444444443,0.250729457521966,0.4047222222222222,0,3.0369444444444444,2.042222222222222,0.1388888888888889,634,5075,92.982777574203,8156,5.509710516672774,4.066507878343716,8.253206302674972,602.1344814950531,217.28362037376328,CP
wiredtiger,2730,1765,285707,161.87365439093483,27459,3609,2164,0.599612080908839,1374,0.38071487946799665,3.2802777777777776,4,17.502777777777776,29.144166666666667,0.4791228450162955,0.45666666666666667,1,7.993611111111111,7.331944444444445,0.5555555555555556,62,3251,90.08035466888334,326,8.291770573566085,2.4677195899141036,10.159046827376004,502.22859517871984,260.7489609310058,CP
BroadleafCommerce,2730,3538,314557,88.90814019219899,9762,719,507,0.7051460361613352,195,0.2712100139082058,7.255,28,86.94,123.06805555555556,0.18746496424887346,0.5233333333333333,411,20.101666666666667,19.380277777777778,0.0,109,0,0.0,1206,10.326842837273992,0.7983310152990264,12.244784422809458,475.1502086230876,267.3769123783032,NCP
azure-sdk-for-node,2730,11115,1878165,168.9757085020243,7384,3191,1768,0.5540582889376371,1361,0.4265120651833281,6.894444444444445,29,15.944444444444445,25.454722222222223,0.22493282119806077,0.41444444444444445,3,1.575,1.3825,0.12987012987012986,206,1602,50.20369790034472,607,3.4612973989345033,0.6461924161704795,67.16609213412724,13101.184895017235,2917.439047320589,CP
nuxeo,2724,15275,1362201,89.17846153846153,37394,3063,2642,0.8625530525628469,337,0.11002285341168788,2.395,5,17.959444444444443,20.493055555555557,0.3207095178768022,0.0,0,2.413611111111111,1.5433333333333332,0.14285714285714285,109,90,2.9382957884427032,346,3.5386875612144957,2.850146914789422,24.35324844923278,1358.4365001632386,310.3803460659484,CP
geotrellis,2716,2043,151770,74.28781204111601,3055,724,599,0.8273480662983426,111,0.15331491712707182,8.327777777777778,10,32.09,36.6875,0.4342702296238029,0.43333333333333335,0,10.703611111111112,4.669444444444444,0.45,41,583,80.52486187845304,364,83.48618784530387,1.1671270718232045,16.99171270718232,338.5400552486188,227.91712707182322,NCP
webwork2,2711,356,145280,408.08988764044943,2470,722,368,0.5096952908587258,331,0.4584487534626039,53.02527777777778,23,88.97805555555556,174.05805555555557,0.20175682453913002,1.8969444444444445,39,24.39361111111111,17.69333333333333,0.0,67,0,0.0,161,27.831024930747922,3.688365650969529,155.87673130193906,16049.34349030471,5093.754847645429,NCP
phing,2705,1180,82753,70.12966101694916,3883,778,484,0.622107969151671,278,0.35732647814910024,30.02861111111111,56,83.03805555555556,133.765,0.1978979875914836,1.0372222222222223,139,26.775277777777777,24.442222222222224,0.10714285714285714,244,0,0.0,312,2.7673521850899743,1.4023136246786632,10.894601542416453,1071.4974293059126,129.24807197943446,NCP
securedrop,2697,636,90454,142.22327044025158,17215,2374,1661,0.6996630160067396,654,0.2754844144903117,3.0755555555555554,11,20.828055555555554,29.768055555555556,0.3078878772077407,0.019166666666666665,0,4.940555555555555,3.3297222222222222,0.25,207,1898,79.94945240101096,651,6.537910699241786,2.738837405223252,7.517691659646167,446.7358887952822,239.27969671440607,CP
linux,2691,67812,25346645,373.7781661062939,23621,958,426,0.44467640918580376,505,0.5271398747390397,2.9616666666666664,39,64.55611111111111,145.16833333333332,0.12556899785416337,0.0,0,30.47861111111111,52.494166666666665,0.08,2106,0,0.0,4438,322.0052192066806,5.587682672233821,204.85490605427975,34136.3121085595,4884.103340292276,CP
cgrates,2684,2046,454129,221.9594330400782,8171,770,663,0.861038961038961,84,0.10909090909090909,7.505277777777778,0,52.69083333333333,55.375,0.6793654305379637,0.8669444444444444,0,18.35361111111111,18.888333333333332,0.8333333333333334,59,756,98.18181818181819,209,3.0636363636363635,1.0077922077922077,12.996103896103897,302.5974025974026,174.25324675324674,NCP
Player,2679,738,160895,218.0149051490515,3596,790,493,0.6240506329113924,268,0.3392405063291139,20.182777777777776,9,80.93805555555555,129.38972222222222,0.3876796296819065,0.9008333333333334,18,26.3925,26.350555555555555,0.3333333333333333,46,790,100.0,169,4.988607594936709,3.231645569620253,9.39493670886076,1876.1126582278482,195.80506329113925,NCP
cyclus,2678,473,96974,205.01902748414378,4084,861,442,0.5133565621370499,395,0.45876887340301975,19.238611111111112,6,71.89277777777778,139.93555555555557,0.34960047056851884,1.1188888888888888,0,18.9675,24.736944444444443,0.25,31,53,6.155632984901278,62,7.101045296167247,4.62137049941928,9.709639953542393,369.06271777003485,345.05923344947735,CP
pgjdbc,2671,829,110254,132.99638118214716,2351,858,412,0.4801864801864802,345,0.4020979020979021,50.3,26,74.56555555555556,142.3188888888889,0.16827045617132227,2.4002777777777777,11,29.59611111111111,28.22611111111111,0.07692307692307693,240,833,97.08624708624708,759,3.511655011655012,5.041958041958042,8.234265734265735,415.8158508158508,249.83449883449885,NCP
nix,2669,1351,113191,83.78312361213915,4658,957,441,0.4608150470219436,354,0.36990595611285265,27.051944444444445,40,65.85972222222222,141.93777777777777,0.09346250768526396,1.3888888888888888,164,27.634166666666665,24.073611111111113,0.0,283,884,92.37199582027168,1079,1.9195402298850575,3.9446185997910135,3.367816091954023,101.7889237199582,44.61024033437827,CP
mwEmbed,2669,1392,277820,199.58333333333334,22108,3491,1389,0.39788026353480377,2055,0.5886565454024635,3.578888888888889,22,17.968333333333334,45.11222222222222,0.20769455862100916,0.3575,0,3.6638888888888888,14.088888888888889,0.15053763440860216,137,482,13.806932111142938,141,13.184474362646807,3.166714408478946,9.694643368662275,819.4780865081639,743.2529361214551,CP
liferay-faces,2668,2100,135726,64.63142857142857,9267,882,189,0.21428571428571427,665,0.753968253968254,3.8308333333333335,11,44.37833333333333,113.99027777777778,0.1023585973418322,0.011111111111111112,0,2.2855555555555553,1.7205555555555556,0.0,29,475,53.85487528344671,288,7.1768707482993195,0.8594104308390023,36.125850340136054,1169.6666666666667,521.8968253968254,CP
basercms,2665,2263,240133,106.11268228015908,3311,838,489,0.5835322195704057,335,0.3997613365155131,16.128888888888888,6,63.69555555555556,84.61027777777778,0.28820792579930116,0.7638888888888888,0,17.28472222222222,15.686666666666667,0.16666666666666666,68,521,62.171837708830544,109,4.262529832935561,0.9701670644391408,8.63961813842482,371.90214797136036,164.47374701670645,CP
jagger,2664,1060,58355,55.051886792452834,2175,808,529,0.6547029702970297,260,0.3217821782178218,28.74388888888889,11,74.82,114.28083333333333,0.25492076618406634,1.0586111111111112,0,15.115277777777777,5.975,0.09090909090909091,52,752,93.06930693069307,41,7.721534653465347,0.3948019801980198,21.823019801980198,572.7512376237623,533.4628712871287,CP
onebusaway-iphone,2662,4107,553541,134.7798879961042,3350,809,587,0.7255871446229913,210,0.2595797280593325,20.065833333333334,6,70.21166666666667,86.71333333333334,0.37335996514341147,0.3016666666666667,0,11.533611111111112,11.481666666666667,0.15384615384615385,43,726,89.74042027194066,125,6.213844252163164,1.3757725587144622,40.66996291718171,2943.964153275649,1204.751545117429,CP
HWIOAuthBundle,2646,345,17565,50.91304347826087,1616,749,343,0.45794392523364486,383,0.5113484646194927,38.36833333333333,59,82.69055555555556,180.66861111111112,0.10489304494545466,1.7719444444444445,23,34.349444444444444,10.411111111111111,0.0,356,680,90.78771695594125,796,2.3271028037383177,2.5393858477970626,6.089452603471295,67.33778371161549,24.767690253671564,NCP
cesium,2646,4618,939553,203.45452576873106,28770,4290,2678,0.6242424242424243,1522,0.3547785547785548,2.1694444444444443,12,14.488055555555556,23.209444444444443,0.3749332289193423,0.2797222222222222,0,4.1066666666666665,4.1425,0.37777777777777777,304,3,0.06993006993006994,2847,12.631468531468531,4.998368298368298,24.66293706293706,1396.399766899767,979.027972027972,CP
perf.html,2646,903,717665,794.7563676633445,2304,863,697,0.8076477404403245,122,0.1413673232908459,7.973611111111111,8,21.225277777777777,26.219722222222224,0.5194427943374579,1.0652777777777778,0,8.953888888888889,6.535833333333334,0.5263157894736842,66,2,0.2317497103128621,343,4.234067207415991,2.8250289687137893,10.118192352259559,1215.8736964078794,365.3070683661645,NCP
universal,2643,721,95473,132.41747572815535,2317,773,403,0.5213454075032341,302,0.3906856403622251,27.35972222222222,48,81.86444444444444,157.05805555555554,0.14536521762604876,3.741111111111111,16,34.240833333333335,32.21805555555555,0.0625,60,662,85.64036222509702,65,10.905562742561449,5.116429495472186,16.45019404915912,644.6222509702458,375.17076326002586,NCP
mongoengine,2643,118,30044,254.61016949152543,2351,789,336,0.42585551330798477,410,0.5196451204055766,26.90861111111111,61,79.22527777777778,185.14083333333332,0.11921517974262849,1.5975,21,38.14277777777778,23.63277777777778,0.0,377,777,98.47908745247148,1220,4.491761723700887,3.485424588086185,3.285171102661597,108.21546261089988,53.08365019011407,NCP
tsuru,2643,804,164238,204.27611940298507,9143,787,618,0.7852604828462516,151,0.19186785260482847,4.9880555555555555,5,58.58611111111111,72.03111111111112,0.4221736232903345,0.3680555555555556,0,17.759444444444444,16.208055555555557,0.42857142857142855,110,0,0.0,523,4.0787801778907244,0.7217280813214739,24.743329097839897,2567.0101651842438,2403.3062261753494,NCP
sails,2630,703,41447,58.957325746799434,6429,830,301,0.36265060240963853,477,0.5746987951807229,10.025,27,71.08277777777778,195.03222222222223,0.1475231934464736,0.41194444444444445,376,24.327222222222222,26.781944444444445,0.0,424,615,74.09638554216868,1970,3.272289156626506,3.040963855421687,3.291566265060241,91.44096385542169,59.92530120481928,CP
mondrian,2629,1386,564190,407.06349206349205,5738,988,574,0.5809716599190283,355,0.35931174089068824,25.913333333333334,34,63.78777777777778,109.82916666666667,0.21490493928478868,4.248611111111111,0,21.651666666666667,27.10611111111111,0.13333333333333333,165,539,54.554655870445345,695,3.4969635627530367,1.5637651821862348,11.507085020242915,288.55364372469637,93.87348178137651,CP
OpenGenesis,2628,889,76394,85.93250843644545,2018,973,917,0.9424460431654677,55,0.0565262076053443,11.026111111111112,0,26.460555555555555,24.157222222222224,0.7962737784995223,0.6466666666666666,0,2.3847222222222224,2.286388888888889,0.9629629629629629,17,817,83.96711202466598,11,1.9116135662898253,0.03802672147995889,8.347379239465571,196.75539568345323,56.35457348406989,CP
phalcon-devtools,2627,638,136120,213.35423197492162,1775,793,475,0.5989911727616646,304,0.3833543505674653,35.376111111111115,11,78.3375,130.75416666666666,0.3751977711840338,1.38,0,20.56138888888889,22.958333333333332,0.2727272727272727,231,316,39.84867591424969,641,3.4350567465321564,1.030264817150063,75.99495586380833,1850.0517023959646,5873.455233291299,NCP
tengine,2627,1241,335876,270.64947622884773,1337,711,376,0.5288326300984529,292,0.41068917018284107,45.907222222222224,47,86.44111111111111,163.24416666666667,0.12335907065592724,5.889444444444444,5,26.64,33.10805555555555,0.045454545454545456,144,692,97.32770745428974,2479,3.448663853727145,1.528832630098453,14.635724331926864,1437.210970464135,1062.057665260197,NCP
inspircd,2627,519,83071,160.0597302504817,3429,845,449,0.5313609467455621,384,0.4544378698224852,22.338333333333335,79,74.33833333333334,139.95027777777779,0.09069980919808801,1.268888888888889,1940,25.233055555555556,9.185833333333333,0.02631578947368421,118,358,42.36686390532544,260,11.50414201183432,2.0532544378698225,12.701775147928995,344.38579881656807,326.98579881656804,CP
bosh,2615,3836,791491,206.33237747653806,21068,991,379,0.38244197780020184,592,0.5973763874873865,3.654166666666667,37,63.01222222222222,145.01444444444445,0.10422792400035248,0.45666666666666667,98,23.03,21.506944444444443,0.03571428571428571,753,0,0.0,665,3.1493440968718467,3.3057517658930373,8.250252270433904,184.60040363269425,61.13622603430878,CP
h,2615,1060,79713,75.20094339622642,28876,3259,1836,0.563362994783676,1335,0.40963485731819577,2.2075,3,18.525,31.63138888888889,0.4180458773619318,0.0325,1,3.3969444444444443,3.1041666666666665,0.47058823529411764,86,3032,93.03467321264192,386,3.1162933415158025,3.4415464866523475,6.472230745627493,298.0972691009512,134.2015955814667,CP
ecms,2612,2975,618730,207.9764705882353,6413,900,32,0.035555555555555556,772,0.8577777777777778,12.57,115,68.62444444444445,1894.756111111111,0.014865698183405739,0.6438888888888888,1039,17.22111111111111,314.37166666666667,0.0,148,37,4.111111111111112,59,5.303333333333334,0.18,17.79222222222222,1591.451111111111,320.1144444444444,NCP
lodash,2610,695,23324,33.55971223021583,11615,925,287,0.31027027027027027,619,0.6691891891891892,5.358888888888889,0,67.28222222222223,215.1472222222222,0.3336441987112292,0.06277777777777778,0,28.40138888888889,85.60638888888889,0.2727272727272727,520,902,97.51351351351352,6838,8.48,3.617297297297297,2.8572972972972974,467.0648648648649,66.87135135135135,NCP
NelmioApiDocBundle,2605,205,10697,52.18048780487805,1762,760,361,0.475,357,0.4697368421052632,35.473055555555554,34,82.24083333333333,172.2411111111111,0.1974896140275898,4.033611111111111,0,38.055277777777775,42.17444444444445,0.07692307692307693,386,710,93.42105263157895,826,31.193421052631578,2.9894736842105263,4.144736842105263,96.04473684210527,38.992105263157896,NCP
YouCompleteMe,2601,116,19599,168.95689655172413,2707,745,435,0.5838926174496645,300,0.40268456375838924,23.06888888888889,10,74.4161111111111,126.32722222222222,0.3067572176441765,3.1666666666666665,1,37.12166666666667,45.87416666666667,0.3,239,721,96.7785234899329,2815,1.8832214765100672,6.853691275167785,3.1986577181208053,191.14362416107383,36.86040268456376,NCP
